ministerio,ministerio_corto,categoria,entidad
MINISTERIO DE LA PRESIDENCIA,Presidencia,Viceministerio: Viceministerio de Gestión Legislativa y Coordinación con Organizaciones Sociales,Dirección General de Coordinación con Organizaciones Sociales y Sociedad Civil
MINISTERIO DE LA PRESIDENCIA,Presidencia,Viceministerio: Viceministerio de Gestión Legislativa y Coordinación con Organizaciones Sociales,Dirección General de Justicia Indígena Originario Campesina
MINISTERIO DE LA PRESIDENCIA,Presidencia,Viceministerio: Viceministerio de Gestión Legislativa y Coordinación con Organizaciones Sociales,Dirección General de Protección a Naciones y Pueblos Indígena Originarios
MINISTERIO DE LA PRESIDENCIA,Presidencia,Viceministerio: Viceministerio de Igualdad de Oportunidades,Dirección General de Igualdad de Oportunidades
MINISTERIO DE LA PRESIDENCIA,Presidencia,Viceministerio: Viceministerio de Igualdad de Oportunidades,Dirección General de Lucha contra el Racismo y Toda Forma de Discriminación
MINISTERIO DE LA PRESIDENCIA,Presidencia,Viceministerio: Viceministerio de Igualdad de Oportunidades,Dirección General Plurinacional de la Juventud
MINISTERIO DE LA PRESIDENCIA,Presidencia,Viceministerio: Viceministerio de Autonomías y Tierras,Dirección General de Autonomías
MINISTERIO DE LA PRESIDENCIA,Presidencia,Viceministerio: Viceministerio de Autonomías y Tierras,Dirección General de Organización Territorial
MINISTERIO DE LA PRESIDENCIA,Presidencia,Viceministerio: Viceministerio de Autonomías y Tierras,Dirección General de Tierras y Proceso Agrario
MINISTERIO DE LA PRESIDENCIA,Presidencia,"Viceministerio: Viceministerio de Coordinación, Planificación Estratégica y Modernización del Estado",Dirección General de Desarrollo de Políticas Públicas
MINISTERIO DE LA PRESIDENCIA,Presidencia,"Viceministerio: Viceministerio de Coordinación, Planificación Estratégica y Modernización del Estado",Dirección General de Seguimiento de la Gestión Pública y de la Planificación Estatal
MINISTERIO DE LA PRESIDENCIA,Presidencia,"Viceministerio: Viceministerio de Coordinación, Planificación Estratégica y Modernización del Estado",Dirección General de Modernización del Estado
MINISTERIO DE LA PRESIDENCIA,Presidencia,"Viceministerio: Viceministerio de Coordinación, Planificación Estratégica y Modernización del Estado",Dirección General de Planificación Estratégica
MINISTERIO DE LA PRESIDENCIA,Presidencia,"Viceministerio: Viceministerio de Transparencia, Seguridad Jurídica e Integridad Pública",Dirección General de Transparencia Institucional y Lucha contra la Corrupción
MINISTERIO DE LA PRESIDENCIA,Presidencia,"Viceministerio: Viceministerio de Transparencia, Seguridad Jurídica e Integridad Pública",Dirección General de Prevención y Seguridad Jurídica
MINISTERIO DE LA PRESIDENCIA,Presidencia,"Viceministerio: Viceministerio de Transparencia, Seguridad Jurídica e Integridad Pública",Dirección General de Derechos Humanos
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Presupuesto y Contabilidad Fiscal,Dirección General de Programación y Gestión Presupuestaria
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Presupuesto y Contabilidad Fiscal,Dirección General de Contabilidad Fiscal
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Presupuesto y Contabilidad Fiscal,Dirección General de Normas de Gestión Pública y Sistemas de Administración
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Presupuesto y Contabilidad Fiscal,Dirección General de Sistemas de Gestión de Información Fiscal
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Política Tributaria,Dirección General de Tributación Interna
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Política Tributaria,"Dirección General de Asuntos Arancelarios, Aduaneros e Investigación de Defensa Comercial"
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Política Tributaria,Dirección General de Estudios Tributarios
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Pensiones y Servicios Financieros,Dirección General de Servicios Financieros
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Pensiones y Servicios Financieros,Dirección General de Pensiones
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio del Tesoro y Crédito Público,Dirección General de Crédito Público
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio del Tesoro y Crédito Público,Dirección General de Programación y Operaciones del Tesoro
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio del Tesoro y Crédito Público,Dirección General de Estadísticas Fiscales y Operaciones Territoriales
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Inversión Pública y Financiamiento Externo,Dirección General de Programación y Preinversión
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Inversión Pública y Financiamiento Externo,Dirección General de Gestión de Financiamiento Externo
MINISTERIO DE ECONOMÍA Y FINANZAS PÚBLICAS,Economía y Finanzas,Viceministerio: Viceministerio de Inversión Pública y Financiamiento Externo,Dirección General de Gestión de la Inversión Pública
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Defensa y Cooperación al Desarrollo Integral,Dirección General de Políticas de Defensa y Cooperación al Desarrollo Integral
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Defensa y Cooperación al Desarrollo Integral,Dirección General Territorial Militar
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Defensa y Cooperación al Desarrollo Integral,Dirección General de Logística
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Defensa y Cooperación al Desarrollo Integral,Dirección General de Bienes Patrimonio e Infraestructura de las Fuerzas Armadas
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Defensa y Cooperación al Desarrollo Integral,Dirección General de Seguridad Nacional Aeroportuaria
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Defensa y Cooperación al Desarrollo Integral,"Dirección General de Intereses Marítimos, Fluviales, Lacustres y Marina Mercante"
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Defensa y Cooperación al Desarrollo Integral,Dirección General de Zonas de Seguridad Fronteriza
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Defensa Civil,Dirección General de Emergencias y Auxilio
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Defensa Civil,Dirección General de Prevención y Reconstrucción
MINISTERIO DE DEFENSA,Defensa,Viceministerio: Viceministerio de Lucha Contra el Contrabando,Dirección General de Lucha Contra el Contrabando
MINISTERIO DE DEFENSA,Defensa,Direcciones Generales bajo dependencia directa,Dirección General de Derechos Humanos e Interculturalidad en las Fuerzas Armadas
MINISTERIO DE GOBIERNO,Gobierno,"Viceministerio: Viceministerio de Régimen Interior, Fortalecimiento y Transparencia Policial","Dirección General de Régimen Interior, Fortalecimiento y Transparencia Policial"
MINISTERIO DE GOBIERNO,Gobierno,"Viceministerio: Viceministerio de Régimen Interior, Fortalecimiento y Transparencia Policial",Dirección General de la Oficina de Control Interno
MINISTERIO DE GOBIERNO,Gobierno,Viceministerio: Viceministerio de Lucha Integral Contra el Narcotráfico,Dirección General de Defensa Social y Lucha Contra el Narcotráfico
MINISTERIO DE GOBIERNO,Gobierno,Viceministerio: Viceministerio de Lucha Integral Contra el Narcotráfico,Dirección General de Sustancias Controladas
MINISTERIO DE GOBIERNO,Gobierno,Viceministerio: Viceministerio de Lucha Integral Contra el Narcotráfico,Dirección General de la Fuerza Especial de Lucha Contra el Narcotráfico
MINISTERIO DE GOBIERNO,Gobierno,Viceministerio: Viceministerio de Seguridad Ciudadana y Prevención del Delito,Dirección General de Seguridad Ciudadana y Prevención del Delito
MINISTERIO DE GOBIERNO,Gobierno,Viceministerio: Viceministerio de Seguridad Ciudadana y Prevención del Delito,Dirección General de Lucha Contra la Trata y Tráfico de Personas
MINISTERIO DE GOBIERNO,Gobierno,Direcciones Generales bajo dependencia directa,Dirección General de Régimen Penitenciario
MINISTERIO DE GOBIERNO,Gobierno,Direcciones Generales bajo dependencia directa,Centro Especial de Seguridad del Estado
MINISTERIO DE TRABAJO,Trabajo,"Viceministerio: Viceministerio de Empleo, Servicio Civil y Cooperativas",Dirección General de Empleo y Productividad Laboral
MINISTERIO DE TRABAJO,Trabajo,"Viceministerio: Viceministerio de Empleo, Servicio Civil y Cooperativas",Dirección General de Servicio Civil
MINISTERIO DE TRABAJO,Trabajo,"Viceministerio: Viceministerio de Empleo, Servicio Civil y Cooperativas",Dirección General de Desarrollo de Cooperativas
MINISTERIO DE TRABAJO,Trabajo,Viceministerio: Viceministerio de Trabajo y Gestión Sindical,"Dirección General de Trabajo, Higiene y Seguridad Ocupacional"
MINISTERIO DE TRABAJO,Trabajo,Viceministerio: Viceministerio de Trabajo y Gestión Sindical,Dirección General de Gestión Sindical
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,Viceministerio: Viceministerio de Políticas de Industrialización Sostenible y Artesanía,Dirección General de Desarrollo Industrial y Manufactura
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,Viceministerio: Viceministerio de Políticas de Industrialización Sostenible y Artesanía,Dirección General de Servicios y Calidad Industrial y Manufactura
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,Viceministerio: Viceministerio de Políticas de Industrialización Sostenible y Artesanía,Dirección General de Análisis Productivo Industrial
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,Viceministerio: Viceministerio de Políticas de Industrialización Sostenible y Artesanía,Dirección General de Desarrollo de MYPES y Artesanía
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Medio Ambiente, Cambio Climático, Desarrollo Forestal y Biodiversidad",Dirección General de Biodiversidad y Áreas Protegidas
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Medio Ambiente, Cambio Climático, Desarrollo Forestal y Biodiversidad",Dirección General de Desarrollo Forestal
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Medio Ambiente, Cambio Climático, Desarrollo Forestal y Biodiversidad",Dirección General de Medio Ambiente y Cambio Climático
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,Viceministerio: Viceministerio de Desarrollo Agropecuario y Agroforestal,Dirección General de Producción Agrícola y Agroforestal
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,Viceministerio: Viceministerio de Desarrollo Agropecuario y Agroforestal,"Dirección General de Producción Pecuaria, Acuicultura y Pesca"
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,Viceministerio: Viceministerio de Desarrollo Agropecuario y Agroforestal,Dirección General de Desarrollo Integral de Comunidades Productoras de la Hoja de Coca
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,Viceministerio: Viceministerio de Desarrollo Agropecuario y Agroforestal,Dirección General de Gestión Integral de Suelos
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Seguridad Hídrica, Agua, Saneamiento Básico y Riego",Dirección General de Agua Potable y Saneamiento Básico
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Seguridad Hídrica, Agua, Saneamiento Básico y Riego",Dirección General de Gestión Integral de Residuos
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Seguridad Hídrica, Agua, Saneamiento Básico y Riego",Dirección General de Cuencas
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Seguridad Hídrica, Agua, Saneamiento Básico y Riego",Dirección General de Recursos Hídricos y Riego
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Comercio y Logística Interna, y Derechos del Usuario y Consumidor",Dirección General de Comercio
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Comercio y Logística Interna, y Derechos del Usuario y Consumidor",Dirección General de Defensa de los Derechos de los Usuarios y Consumidores
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,"Viceministerio: Viceministerio de Comercio y Logística Interna, y Derechos del Usuario y Consumidor",Dirección General de Desarrollo Logístico
"MINISTERIO DE PRODUCCIÓN SOSTENIBLE, MEDIO AMBIENTE Y AGUA",Producción y Medio Ambiente,Direcciones Generales bajo dependencia directa,Dirección General del Centro de Investigaciones Sociocomunitarias – CIS
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,"Viceministerio: Viceministerio de Desarrollo, Análisis Energético y Gestión Socioambiental",Dirección General de Gestión Socioambiental
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,"Viceministerio: Viceministerio de Desarrollo, Análisis Energético y Gestión Socioambiental",Dirección General de Análisis Energético y Gestión Estratégica
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,Viceministerio: Viceministerio de Hidrocarburos,Dirección General de Exploración y Explotación de Hidrocarburos
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,Viceministerio: Viceministerio de Hidrocarburos,"Dirección General de Comercialización, Transporte y Almacenaje"
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,Viceministerio: Viceministerio de Hidrocarburos,Dirección General de Industrialización y Refinación
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,Viceministerio: Viceministerio de Hidrocarburos,"Dirección General de Producción, Recaudación e Incentivos"
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,Viceministerio: Viceministerio de Electricidad y Energías Renovables,Dirección General de Electricidad
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,Viceministerio: Viceministerio de Electricidad y Energías Renovables,Dirección General de Energías Renovables
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,Viceministerio: Viceministerio de Recursos Evaporíticos y Tecnologías Energéticas Emergentes,Dirección General de Recursos Evaporíticos
MINISTERIO DE HIDROCARBUROS Y ENERGÍAS,Hidrocarburos y Energías,Viceministerio: Viceministerio de Recursos Evaporíticos y Tecnologías Energéticas Emergentes,Dirección General de Tecnologías Energéticas Emergentes
MINISTERIO DE MINERÍA Y METALURGIA,Minería y Metalurgia,"Viceministerio: Viceministerio de Política Minera, Regulación y Fiscalización","Dirección General de Política Minera, Regulación y Fiscalización"
MINISTERIO DE MINERÍA Y METALURGIA,Minería y Metalurgia,Viceministerio: Viceministerio de Desarrollo Productivo Minero Metalúrgico e Inversiones,"Dirección General de Inversiones, Minerales Estratégicos y Críticos"
MINISTERIO DE MINERÍA Y METALURGIA,Minería y Metalurgia,Viceministerio: Viceministerio de Desarrollo Productivo Minero Metalúrgico e Inversiones,Dirección General de Medio Ambiente y Consulta
MINISTERIO DE MINERÍA Y METALURGIA,Minería y Metalurgia,Viceministerio: Viceministerio de Cooperativas Mineras,Dirección General de Cooperativas Mineras
MINISTERIO DE EDUCACIÓN,Educación,Viceministerio: Viceministerio de Educación Regular,Dirección General de Educación Primaria
MINISTERIO DE EDUCACIÓN,Educación,Viceministerio: Viceministerio de Educación Regular,Dirección General de Educación Secundaria
MINISTERIO DE EDUCACIÓN,Educación,"Viceministerio: Viceministerio de Educación Superior de Formación Profesional, Ciencia, Tecnología e Innovación","Dirección General de Educación Superior Técnica, Tecnológica, Lingüística y Artística"
MINISTERIO DE EDUCACIÓN,Educación,"Viceministerio: Viceministerio de Educación Superior de Formación Profesional, Ciencia, Tecnología e Innovación",Dirección General de Educación Superior Universitaria
MINISTERIO DE EDUCACIÓN,Educación,"Viceministerio: Viceministerio de Educación Superior de Formación Profesional, Ciencia, Tecnología e Innovación",Dirección General de Formación de Maestros
MINISTERIO DE EDUCACIÓN,Educación,"Viceministerio: Viceministerio de Educación Superior de Formación Profesional, Ciencia, Tecnología e Innovación","Dirección General de Ciencia, Tecnología e Innovación"
MINISTERIO DE EDUCACIÓN,Educación,"Viceministerio: Viceministerio de Educación Alternativa, Especial y Desarrollo del Talento Humano",Dirección General de Educación Alternativa y Desarrollo del Talento Humano
MINISTERIO DE EDUCACIÓN,Educación,"Viceministerio: Viceministerio de Educación Alternativa, Especial y Desarrollo del Talento Humano",Dirección General de Educación Especial
MINISTERIO DE EDUCACIÓN,Educación,"Viceministerio: Viceministerio de Educación Alternativa, Especial y Desarrollo del Talento Humano",Dirección General de Postalfabetización
MINISTERIO DE SALUD Y DEPORTES,Salud y Deportes,Viceministerio: Viceministerio de Gestión del Sistema Nacional de Salud,Dirección General de Redes de Servicios de Salud
MINISTERIO DE SALUD Y DEPORTES,Salud y Deportes,Viceministerio: Viceministerio de Gestión del Sistema Nacional de Salud,Dirección General de Gestión Hospitalaria
MINISTERIO DE SALUD Y DEPORTES,Salud y Deportes,Viceministerio: Viceministerio de Gestión del Sistema Nacional de Salud,Dirección General del Sistema Nacional de Salud
MINISTERIO DE SALUD Y DEPORTES,Salud y Deportes,"Viceministerio: Viceministerio de Promoción de la Salud, Epidemiología y Medicina Tradicional",Dirección General de Promoción y Prevención de la Salud
MINISTERIO DE SALUD Y DEPORTES,Salud y Deportes,"Viceministerio: Viceministerio de Promoción de la Salud, Epidemiología y Medicina Tradicional",Dirección General de Medicina Tradicional
MINISTERIO DE SALUD Y DEPORTES,Salud y Deportes,"Viceministerio: Viceministerio de Promoción de la Salud, Epidemiología y Medicina Tradicional",Dirección General de Epidemiología
MINISTERIO DE SALUD Y DEPORTES,Salud y Deportes,Viceministerio: Viceministerio de Deportes,Dirección General de Deportes
MINISTERIO DE SALUD Y DEPORTES,Salud y Deportes,Viceministerio: Viceministerio de Deportes,Dirección General de Formación Deportiva
"MINISTERIO DE OBRAS PÚBLICAS, SERVICIOS Y VIVIENDA",Obras Públicas y Vivienda,Viceministerio: Viceministerio de Transportes,"Dirección General de Transporte Terrestre, Fluvial y Lacustre"
"MINISTERIO DE OBRAS PÚBLICAS, SERVICIOS Y VIVIENDA",Obras Públicas y Vivienda,Viceministerio: Viceministerio de Transportes,Dirección General de Transporte Aéreo
"MINISTERIO DE OBRAS PÚBLICAS, SERVICIOS Y VIVIENDA",Obras Públicas y Vivienda,Viceministerio: Viceministerio de Telecomunicaciones y Tecnologías de Información y Comunicación,Dirección General de Telecomunicaciones
"MINISTERIO DE OBRAS PÚBLICAS, SERVICIOS Y VIVIENDA",Obras Públicas y Vivienda,Viceministerio: Viceministerio de Telecomunicaciones y Tecnologías de Información y Comunicación,Dirección General de Servicios en Telecomunicaciones y Tecnologías de Información y Comunicación
"MINISTERIO DE OBRAS PÚBLICAS, SERVICIOS Y VIVIENDA",Obras Públicas y Vivienda,Viceministerio: Viceministerio de Vivienda y Urbanismo,Dirección General de Vivienda y Urbanismo
"MINISTERIO DE OBRAS PÚBLICAS, SERVICIOS Y VIVIENDA",Obras Públicas y Vivienda,Viceministerio: Viceministerio de Vivienda y Urbanismo,Dirección General de Ordenamiento Urbano
